Text,Label
Tanvi Rao...She is so down to earth...... fabulous actress and dancer...!.May God&#39;s blessings always be with you. Keep smiling ❤❤❤,not tulu
"Malpodchi.      But nice""",not offensive
Trailer d audio sari ijjiye...,not offensive
"Daivolu panpuni tulunad , kalla baravudu eppuni tulunad , surya chandrer eppuna mutta sasvitha namma tulunad ❤<br>Namma tulunad nank <br>Karunad yenna ***k",not offensive
"Mandating any language is against the principles of the constitution. Individuals or groups should not have the authority to impose any language, especially considering that Karnataka is a multilingual state with speakers of Tulu and Kodava languages. It&#39;s noteworthy that the Karnataka government has yet to recognize Tulu as an official language",not tulu
banglore dakul jasthi tinpun mare 😂😂😂😂,not offensive
First karnataka...,not tulu
"Superb Direction, Screenplay and Choreography. Fantastic work by the team.<a href=""UCkszU2WH9gy1mb0dV-11UJg/ssIfY7OFG5OykQOpn4CQCw""></a>",not tulu
NEPAL SONG FIRSTTIME TRENDING ON MANAGALORE,not tulu
Outro was epic 😂😂😂😍,not tulu
"Wel Spoken Kaith ...""",not tulu
Ya Saavuda comedy,offensive untargeted
body language dala balli,not offensive
ಅನ್ವಿತಾ ಸೂಪರ್.. ತನ್ವಿಗ್ ಪಾಪ ಕನ್ನಡಲಾ ಬರ್ಪುಜ? Nice ತನ್ವಿಲಾ,not tulu
Nina pukuli nanala sikuja maraya,not offensive
Aleg enchala mande sama ejji eregla ejja,not offensive
Continuoes video padle Anna subscribers jasti aper,not offensive
ck bayankara  garam,not offensive
Lakshmi baramma serial d dumbu tanvi na acting masth irritate avondithnd. But ithe ar backbup ayna bari kushitha vichara kaverina ahankara g edde twist thikknd,not offensive
Super dala unda,not offensive
Kannada herike,not tulu
season 4 aath laikh ijji keep it up,not offensive
ಈ ಭಟ್ಟ ನಿಗೆ ಕೇರಳಕ್ಕೆ ಕಳುಹಿಸಿ ಕೊಡಿ ಅಲ್ಲಿ ಕನ್ನಡ ಪರ ಹೋರಾಟ ಮಾಡಲಿ 😅,not tulu
Supr act.. Good comidy..Dala gottantinagul mAst panper.. Supr kanasu..,not offensive
All Dada mare English patherunu,offensive untargeted
"Karnatakada Karavali Adhu, Yavdo Nin Thullu Naadu",not tulu
Kaali Aravinda bolar undu ande matra thupunuuu ejiindaa undu waasteee Yan,offensive untargeted
Ajjerna bakti manshd  ithnda yau ain incha pura tupaodund iji,not offensive
Mangu😂😂😂,not offensive
rt @jaitulunadorg: ಕನ್ನಡ ಹೇರಿಕೆಗೆ ತೀವ್ರ ವಿರೋಧ.... ತುಳು ಬಾಸೆ ದೊಂಕರೆ ತೂಪಿನಕಲೆಗ್ ಗತಿ ಇಜ್ಜ... ಮತಿ ಇಜ್ಜ....? - ವಿಶು ಶ್ರೀಕೇರ  ಒಡಿಪುಡು ತುಳು ಬಾಸೆನ್…,not offensive
How old is she?? <br>Her physique looks like she is an old aunty.,not tulu
Yenna ajjerla masth study itter pari bokkala,offensive targeted
Banji g Dada tinpar nikluuu,not offensive
ಪೊಂಗು ಅತ್ತ್ ಓ ಮಂಗು..😂😂😂,not offensive
Chaa parpi leka tojuvena nayi.....,offensive untargeted
One of the best episodes 👍,not tulu
bupper pura paterver mare karma.  inchi sav da film manpvar nikulu.   thu,not offensive
"Stuicase ante lucky dip ante🤣🤣🤣🤣🤣🤣, noooooooooooooooo",not tulu
Nina karri tulu😂😂😂😂😂🖕🖕🍌🍌🍌🍌🌶🥕🥕,not tulu
ayeg mande sama ijji. ajji g kasta kordu ayeg kusi thikkundu.,not offensive
Pukuli ath kicholi,offensive untargeted
Punk da pukuli mare nina bvcc Waaa,offensive untargeted
"""Dada maare, maya maya maya...... enchina saavu maare,",offensive untargeted
Super Jodi sir niklena,not offensive
Nina 😁🤭 ajiishunti,offensive untargeted
ನೀನು ಕಣ್ಣು ಬಿಟ್ಟು ನೋಡು ಅಲ್ಲಿ ಕನ್ನಡ ನೆ ಇರೋದು ಈ ರೋಲ್ಕಲ್ ಹೋರಾಟ ಗಾರರು ಕಲೆಕ್ಷನ್ ಕಮ್ಮಿ ಆಗಿರ್ಬೇಕು ಅದಕ್ಕೆ ಬಂದಿದ್ದು. ಮೊದಲು ಹೋಗಿ ಕಾಸರಗೋಡು ಕೇರಳ ಸರಕಾರ ಮಲಯಾಳಂ ಹೇರಿಕೆ ಮಾಡ್ತಾ ಇದೆ ಅದರ ಬಗ್ಗೆ ಮಾತಾಡು,not tulu
Shok athundu gulab jamoon,not offensive
"​@@dharmaprakashrdharmaprakas8116its in india not in ur karnataka 😂😂 , in future u dnt have to consider it will be separate state ,<br>Then u dnt sat that comment",not tulu
Dada baid,not offensive
"Ley tulu soolemakla 1st malyali and bayri soolemakla bashena aache haakro, KANNADA is mother of tulu",not tulu
Original is the best one. Boobanna was played by bhojraj.,not tulu
Sai krishna balipuna scene 😄😄,not offensive
Nicklna yenchina punkda comedy ya byavarcile.nickleg hindu dever nakulu thikniya ya comedy malpere,offensive untargeted
Marlethi e sari apuja,offensive targeted
@@srinivasa7963 BEEVERSI NINA APPÈ. Aadrag puṭṭinaaya...,offensive targeted
Tulu is Mangalore and Udupi District&#39;s Official Language and without any Doubt Tulu should be given First Priority along with Hindi and English. Kannada is not required and it can be Optional. Mangalore is similiar to NCR so National Language must be there but Tulu must given importance,not tulu
ನಾಡ್ ನಾಯಿಗಳ😡😡😡😡 ತುಲ್ಲು,offensive untargeted
Nayidamaga ghattada yermbe E,offensive untargeted
"@@sameer9615 Ninavan Thullu Nindyavado Kachada Soolemagne, Ha Gadre, Ningeno Sambhandha Namma Karnataka Da Bagge Maathadoke... Bootil Hodedu, Mettil Neer Kudistare Nin Avvan Thullu Naayi Keyya, Handi Tunni Yetta... Maadode Copy Maado Halka Kelsa, Yavdo Grahadinda Bandidane Anno Haage Yaake Pose Kodtiya, Ninavan Malayalam Helu Tinno Soolemagne... Ninavan Thullu",not tulu
Nik dada ishta inji😂😂,not offensive
Enk undu panfa mast ista comedy movie,not offensive
Telikeda billi Tulu Full Movie  Please Padle,not offensive
Nimman Thullu...,offensive untargeted
doubble meaning ijjandhe comedy ijjaa karmadha cmdy,not offensive
news kammi... santhuna galate jasthi aand....,not offensive
"NON - SENSE ,  these goondas also did  it in KARWAR ,  deleting KONKANI language word boards. When Kannada , (as a local language) , can fight with HINDI language,   similarly ,  TULU language (as a local language)  also can fight with Kannada language , with very same logic.  We cannot have double standards here ,   since ONE RULE need to be followed.  (1). Either respect LOCAL LANGUAGE  (2).  or   respect ALL languages .   ( Second option is very good but why some hotte-padu, Kannada people are opposing hindi )",not tulu
Daye laiderye Tulu barandinaklanu,offensive targeted
Puna Pls stop malpu ninna  Thooyera apuji Mastu irritating Olpansala posu syla,offensive targeted
"""ಓಪನ್ ಹಾರ್ಟ್, ಯಾವುದು ಮನಸ್ಸಿನಲ್ಲಿ ಇಟ್ಕೊಲ್ಲಾ.""",not tulu
ಕೊರ್ಲೆ ಮೆರೆಗ್ ಅವಾರ್ಡ್ ಏರ್ ಅಂಡ 😜😂😂,not offensive
kasg bodad incha nachike kettuna ..naraka😂😂,not offensive
Over acting not good,not tulu
ayna sonta g onji darple😂,not offensive
Ohhhh God!!!! I just loved the trailer!!❤ All the best to the entire team❤,not tulu
Seetharam kateel  dines  kodapadav best comedy,not tulu
BVC 😂 Baaid batanda,offensive untargeted
Hindu culture nodoke yestu Chanda .,not tulu
Sav blinking ya Yenchi,offensive untargeted
Delete malpi video plzzzz....,not offensive
Mare Yenchi sav kann bene apund mare >> blinking n unthale,offensive untargeted
"but girl makeup over athnd..not good""",not offensive
anchor yer mareeee karma...,not offensive
Chuper fab  umesh mijar.....,not tulu
Beautiful 🙏 jay jagannath 🙏,not tulu
ಕಿನ್ನಿದಾರು yedde athijii,not offensive
coor jasti over acting aan,not offensive
semifinal dha act masth sokithund.....undhu onthe boring aand . but sokatgund.,not offensive
ಮಾತೆರೆಗ್ಲಾ ತುಳುನಾಡ ಪೊಸ ವರ್ಸ  ತುಳುನಾಡ ಬುಲೆ ಪರ್ಬ  ಬಿಸು ಪರ್ಬೊದ ಮೋಕೆದ ಎಡ್ಡೆಪ್ಪುಲು.  #Bisu #ಬಿಸು ,not offensive
Aravind bolerna overacted comedy films gethd dakkod suruku,not offensive
"Awsome song ಈ ಪಾಡ್ದನ ಬಾರಿ ಎಡ್ಡೆ ಉಂಡು. Rap was really nice , Music❤",not offensive
Very bad..... Mad girl....,not offensive
Nikleg posa posa video apload manpare danni? Thuyinene thuvoda?,not offensive
Banta samaja dumbuda tulu protect mlpuna eeye tulun kerre pidanaga rajanaklu nama bakkoriyag nerpuna pokkade...,offensive targeted
Ijji avu bethe 🤣🤣 Tigalda katta,offensive untargeted
"Pundiya, vol ulla derpiya marle😂😂😂😂 This is",offensive untargeted
@aizafathima2987  barnal ಇಟ್ಟುಕೋ,not tulu
Mari comedy Enchina pankda,offensive untargeted
I Loved TAASEDA PETTU . Jai  tulunad,not offensive
Stage g 4 Jana daaye bodchi team du,not offensive
amrutha shetty e podh stage performance koru bokka bete janakleg panla,not offensive
Thu nena janmakke yen bevarsi 🤮,offensive targeted
Ammana Sox odeg ninna,offensive untargeted
Kevala thulu alla.. Kodava.. Konkani.. Lanmbani... Urdu.. Byari..bhasheyanna kuda eradane bhasheyagi madbeku..,not tulu
Karnatakadhalli kannada aaklike yaake ishtu gondhala..,not tulu
e dumbu da tulu version edde baidnd,not offensive
@@rajendra_kundapura bvc,offensive untargeted
Mulu kasgu dada videola manpuvalu 😡😡,not offensive
Ninu punk gk bhata😂😂,offensive targeted
Mogulu ..yepala .malayalam skit ne copy malpunu...creativity ijji,not offensive
Sul* naadu. Jai KARAVE JOHN,offensive untargeted
​@@siddhudraco496ghattada handi modlu snana madi ba tu nin hanmakke,not tulu
"​@@Tigerwood2012The current form of the Kannada script has been shaped by the influence of the Kadamba-Pallava script and has evolved over the course of centuries. Regrettably, the Karnataka government and Tuluva community haven&#39;t taken sufficient measures to establish Tulu schools in regions like DK, Udupi, and Kasargod",not tulu
Danimbe byavarsi kunnediga @@Ramachandra-k4x,offensive untargeted
"Undu mata gattagu putudina uppunu , enkalna tulunadu karnataka att",not offensive
navin d padeel...😢😢.... bulapayar pura😢,not offensive
Enchina comedy ya ayena mande boare ataA,not offensive
"ಈ ಬೊಸಿಡೀ ಮಗನಿಗೆ ಎಲ್ಲರೂ ,ನಿನ್ ವಿಡೋಯೊ ಸೂಪರ್ ಅನ್ನಿ... ಇಲ್ಲ ಅಂದ್ರೆ ಕೆಟ್ಟ ಮಾತು ಬೈತಾನೆ..<br> ಈ ಸುಳೆ ಮಗ  ತನ್ನ  ಫಾಲೋರ್ಸ್ನ ನಾಯಿ ತರ ನೋಡತನೆ..",not tulu
bloopers gu artha ne ijjii,not offensive
Nivals Tulu nank kannada p**k nayi,offensive untargeted
ಮಧಿಮೆ ಅತ್ಹುಂಡ ನಿಕ್ಕು ನಾಯಿಗೂ,offensive untargeted
Umbane pukuli ge Maya athand,offensive targeted
Mugi kaas daaya pitcher,offensive targeted
sari nerle ajji... 👍👍,not offensive
Oh.ninna.abatarane😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡🤢🤢🤢👿👿👿🤣🤣🤣,not offensive
Oo sele ponne oluitha Deverena koned deela bale,not offensive
Undu serial T. V da time???,not offensive
Undu song masth yeda undu yes of course undu song yeth kendala bore apuji ❤😂😊😊❤❤❤,not offensive
Bewde solid aathnd,not offensive
telpuna effect bodchi 🙏,not offensive
You gulgus manavaa 😂😂,not tulu
Onje Delog onje staly prati movie d la dramod la,not offensive
Next episode bolar as a dance choreographer iam waiting.,not tulu
Now iam mangalorian with mangalores traditional word bvc,not tulu
ಆಧಿಮಾನೆವೆರಾ ಎಂಕುಲ್ ದಾನೆ ನಾಯಿ,offensive untargeted
ದಯವಿಟ್ಟು ಈ ರೀತಿ ಮಾತನಾಡಬೇಡಿ,not tulu
"eeth edde programmed inchina comedy bodchi, kutumba toopuna programme indu mata",not offensive
Movie link budle mare plzzz,not offensive
Ek dam kadak bhai,not tulu
2 ekre tulu movie padle talkies app du,not offensive
Ninu chadddi and bra alli erteyaa yake yake,offensive untargeted
Thanks for the information,not tulu
Love you sang nijadla masth arthaundu,not offensive
Raj sound and lights full fill padly plz,not offensive
Undu saavu...comedy atth,offensive untargeted
I'm waiting 🔥🔥🔥🔥 Nxt onji bega budle ❤️ padya uppad 😂,not offensive
Thulunadu dada ndh thojipapa,not offensive
Beautiful lyrics  god blessings u all yours entire team,not tulu
Tulunaddakuleg ov language laa barpujind ijji❤😊,not offensive
Vijay sir erna judgement yedde ijji....bka jasthi English use malpuvar...thulute judgement malpule .....plz,not offensive
Edde ijji marre savu,offensive untargeted
Daye Anna bgm Tamil song padunu,offensive untargeted
"Punk,Nimman Thullu...",offensive untargeted
Shrinivas excellent ajjin ashrama d maldina video ath anna ... Ajji pullina gammath da pathera..,not offensive
​@@MithuShibhuloo mundemagne😂lipi ide Kano nin tayinakeya 😂😂😂nin Amma maharastra dalli dande madtavle anta elrigu gottu bido😂😂😂😂,not tulu
"I be like 😅😅😅☹️😅""",not tulu
encha daye unpunu 🤮🤮🤮,not offensive
Dagallbaji tulu flim,offensive untargeted
Raj sounds and lights movie padle,not offensive
santhu na bari athndh upadra 😂😂😂🤣🤣🤣,not offensive
Adupparela yaavu 1990 nataka Audio yeredandala  unda. please comments malpule,not offensive
Aleg tulu patheryara sanni yaa.,not offensive
Masth  spr song,not offensive
daada bukwaas film maare marl thekkk saau nikulena,offensive untargeted
Aparupag ovvu Claasndhe gottapuji saavu bannaga,offensive untargeted
Bari sokundu  song masth artha undu,not offensive
Last scene was good better to move on in life,not tulu
Ticket da kas niklena thigaleg enjoy,offensive untargeted
This song has seperate fan base in udupi😂😂😂,not tulu
Pongu pank athe,offensive untargeted
Kaise maise tumse maise pyaar mai hoon na....,not tulu
"@@sameer9615 hello mr,your mangalore not in America it was in karnataka only mind it.",not tulu
manvi dada english ninna marre  dada artha avetha,not offensive
Ali mathandisida jana tuluvarala avaru kokani Jana  ajagadali majority avare eruvudu,not tulu
Tulu super comedy,not tulu
ninna amerenla anchene panpana bvc 😂😂😂😊,offensive untargeted
"Golibaje malpuya, 😊",not offensive
BG is sooooooooper..its really pop song in tulu,not tulu
"but beginning d avu onji sound bodchithund 😅""",not offensive
Maga ninnau kadpareundu Bevarsi 15 jana enabe yanklada jan ejjanbe oribala bevarsi,offensive targeted
ನಿಮ್ಮ ಅಮನು ತುಲ್ ಕ್ರೀಂ ತುಲ್ 😂😂,not tulu
ಈ ನಾಯಿ ಡ ಬಲ್ಲಿಯಪ್ಪಾ,offensive untargeted
"""santhuna baig plaster padlemare yerandala finally stut up santhu,😄😄""",not offensive
Super song is on my way home,not offensive
Punkd kattd kunned hakodu vijayag,not offensive
Gk bhat paraba..ee olu upunumbe?,not offensive
Next kunne maya song,offensive untargeted
"""next part epa paduvarnd kenunakl ullera? ancha incha pandhd 1nji movie toovara 2thingolu mutta aand😂😂😂🙏🙏🙏🙏!!!",not offensive
"ಏನಪ್ಪಾ ನಮ್ಮ ಕನ್ನಡದ ದುಸ್ಥಿತಿ,🤦🤦",not tulu
ಬೆಂಗಳೂರಲ್ಲಿ ತಮಿಳ್ ತೆಲುಗು ಅಬ್ಬರ ಕಡಿಮೆ ಮಾಡಲು ಆಗಲ್ಲ ಅದೇ ನಮ್ಮ ರಾಜ್ಯದ ಭಾಷೆ ಮೇಲೆ uri,not tulu
Next level good work by all the department👌,not tulu
Pookli mayaa ayth ambrrrr savvvv Ajjjishooonti gadaaa,offensive untargeted
ಪೊಣ್ಣು ಜೋಕ್ಲೆನ್  ಯೇಪಲಾ  ಡಬ್ಬಲ್ ಮೀನಿಗ್ ಶಬ್ಧಗ್  ಉಪಯೋಗ  ಮಲ್ಪಡೆ  🙏 ದಯದಿದ್ 🙏  ಕೆಲವು  ಕಟುಕೆರ್ ( ❤️🗡️) ಅವೆನ್ ಮಿಸ್ ಯೂಜ್  ಮಲ್ಪುವೆರ್,not offensive
ಕರ್ನಾಟಕದಿಂದ ತುಳುನಾಡು ಪ್ರತೇಕವಾಗಬೇಕು,not tulu
Correct,not tulu
enchi savu marre madya madya advertisement korpunu  galij,not offensive
I m from Kodagu. Kodava Language has no script they use kannada not from now but thousands of years..Kodava Speaking people are only 11&#39;/..<br>In the District...Out of thatt 60&#39;/.settled in Mysore Bangalore.<br>In my Somwar pet taluk..Hardly 100 people speak kodava.... Kannada speakers were were 85&#39;/. When Kodagu merged with Karnataka.<br>Now Malayali migrants have become 25&#39;/. More than kodava population.,not tulu
Karmada comedy 5minute waste aand.,not offensive
"ಪದ ರಚನೆ, ಗಾಯನ, ನಟನೆ<br>ಸೋಮನಾಥ ಶೆಟ್ಟಿ ಮಂಗಲ್ಪಾಡಿ 💐💐👌👌🏼🙏🏻",not offensive
"31 hours ayi bokka ne padregapuje, 1/2 ganteda natakogu naal Dina kapoda",not offensive
Saavda canteen 4 table patond umbene Parkat,offensive targeted
Undu bhavageethena ???,not offensive
ನಿಮ್ಮ 😂😂 ಅಮನ ತುಲ್,offensive untargeted
al yer ya balen pasondh bathol atha over acting dal 😂😂😂,not offensive
"Good act by 30 lakhs bag holder, not Deepak, overacting malpere balli",not offensive
Nigilu yedda pratibhelu ! Aanda nigelana pratibhenu tojavere avakasha malttini kaapkadrena naija natokolu,not offensive
"Aravind bolaravadu padil avadu vamanjur avadu agulu ee level barrre kapikadrne naija         <a href=""https://www.youtube.com/watch?v=TTYRtaUMX-8&amp;t=905"">15:05</a> baraha!",not offensive
Movie edde iji,not offensive
"U Need To Send To Jail First... Rajya Virodhi... Yavdo Thullu Naadu Nindhu, Karnatakada Karavali Adhu.",not tulu
"ಮಂಗಳೂರು ಇರೋದು ತುಳುನಾಡಿನಲ್ಲಿ. ಅಲ್ಲಿ ತುಳುವೇ ನಾಡ  ಭಾಷೆ. ಇನ್ನಾವುದೇ ಭಾಷೆಯ ಹೇರಿಕೆ ಸಲ್ಲ. <br>ಬೆಂಗಳೂರಿನಲ್ಲಿ ಹೇಗೆ ಹಿಂದಿ ಹೇರಿಕೆ ಮಾಡುವುದು ತಪ್ಪೋ, ಮಂಗಳೂರಿನಲ್ಲಿ ಕನ್ನಡ ಹೇರಿಕೆ ಮಾಡುವುದೂ ಅಷ್ಟೇ ತಪ್ಪು. <br>ಕರ್ನಾಟಕದಲ್ಲಿ ತುಳುನಾಡು ಇದೆ, ಕೊಡಗು ಇದೆ, ಕೊಂಕಣ (Karawara) ಇದೆ. ಆ ಪ್ರದೇಶಗಳಲ್ಲಿ ತುಳು, ಕೊಡವ ಹಾಗೂ ಕೊಂಕಣಿಗಳನ್ನೇ ಆಧ್ಯವಾಗಿ ಗೌರವಿಸಿ. <br>ಹೇರಿಕೆ ಸಲ್ಲದು.",not tulu
:Polthi dikkel deele,not offensive
ನಾಯಿ ನಿನ್ನ ಪುದರ್ ದಾದಂಬೆ,offensive untargeted
"Bed roomud katt,thatcame out of  syllabus!",not offensive
Porlu du Porlu namma Tulunaadu,not offensive
Mooji nina ammerd kennla pukuli ge bvc kasadaya,offensive untargeted
Super comedy marre🤣🤣🤣🤣🤣🤣,not offensive
Yan aath teridjibanda etina panni,not offensive
"Ninna ammerna mandira ""Where's Comedy?"" Mann avoo', 'Rama mandira atthu",offensive untargeted
Love&#39; you Keerthi ❤❤er vapass Laxmi baramag barode er ejande borapunduye love you ❤️,not offensive
